player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,MIA,9,5,0,17,73.7,3,15,186,96.6,12.4,23,0,6.5,3,205,198,21,4,77.1,3,12,101,97.3,16.8,17,9.4,2,112,109,17
Brandon Graham,5538,ED,PHI,9,0,0,24,68.6,1,11,121,90.4,14.0,17,1,6.6,2,146,132,14,0,71.0,1,8,51,93.2,23.5,12,10.8,1,59,55,10
Jerry Hughes,5556,ED,HST,5,0,0,13,48.1,0,1,21,88.5,4.8,1,0,2.4,0,26,23,1,0,49.5,0,1,9,83.3,11.1,1,5.6,0,12,10,1
Linval Joseph,5571,DI,DAL,9,0,0,9,85.1,0,2,64,100.0,7.8,5,1,3.1,1,69,69,3,0,62.1,0,1,19,100.0,5.3,1,2.6,0,20,20,1
Von Miller,6154,ED,BUF,6,0,0,4,77.1,2,10,101,96.3,16.8,17,1,8.9,3,108,104,15,0,79.5,2,5,54,93.1,24.1,13,12.0,3,58,54,10
Cameron Jordan,6176,ED,NO,10,1,0,20,49.7,1,10,165,96.6,6.1,10,0,3.9,1,178,172,12,1,50.3,1,3,76,96.3,7.9,6,3.9,1,82,79,5
Cameron Heyward,6183,DI,PIT,9,2,0,25,86.3,7,17,228,100.0,18.9,43,0,8.3,7,245,245,31,2,87.7,6,11,113,100.0,23.0,26,11.9,5,123,123,22
Lawrence Guy Sr.,6385,DI,CIN,4,0,0,7,52.5,0,0,41,100.0,2.4,1,0,0.0,0,41,41,0,0,53.6,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Nick Bellore,6515,LB,WAS,3,0,0,32,60.0,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Bobby Wagner,7050,LB,WAS,10,0,0,32,85.0,2,10,52,15.5,23.1,12,0,17.3,3,341,53,15,0,89.7,2,7,29,20.3,34.5,10,22.4,2,148,30,11
Lavonte David,7060,LB,TB,10,1,0,30,69.0,1,11,64,15.2,12.5,8,1,14.1,3,441,67,15,0,78.9,1,8,34,17.2,23.5,8,19.1,2,215,37,11
Demario Davis,7079,LB,NO,9,0,0,20,49.7,0,3,31,9.4,3.2,1,2,8.1,1,362,34,4,0,49.2,0,1,18,10.7,5.6,1,2.8,0,168,18,1
Rodney McLeod,7271,S,CLV,9,0,0,8,53.0,0,0,5,2.8,0.0,0,0,0.0,0,179,5,0,0,55.7,0,0,2,2.4,0.0,0,0.0,0,83,2,0
Harrison Smith,7641,S,MIN,9,1,0,18,60.2,0,4,28,7.7,3.6,1,0,10.7,1,379,29,5,0,51.2,0,1,8,4.6,0.0,0,6.3,0,175,8,1
Johnathan Hankins,7830,DI,SEA,9,0,1,29,53.1,1,3,101,100.0,2.0,2,3,2.0,0,104,104,4,0,55.1,1,2,22,100.0,0.0,0,6.8,0,23,23,3
Tyrann Mathieu,7850,S,NO,10,0,0,20,51.2,0,3,8,2.6,0.0,0,0,18.8,0,348,9,3,0,52.2,0,2,5,3.7,0.0,0,20.0,0,163,6,2
John Jenkins,7863,DI,LV,9,1,0,23,56.7,0,3,131,99.3,3.8,5,0,2.7,2,144,143,5,1,59.8,0,3,44,100.0,4.5,2,5.7,1,51,51,4
William Gholston,7908,DI,TB,10,0,0,30,72.2,2,5,72,100.0,15.3,11,1,6.3,1,74,74,8,0,71.3,0,1,28,100.0,17.9,5,5.4,1,28,28,2
Jordan Poyer,8000,S,MIA,8,0,0,17,59.5,0,0,6,2.2,16.7,1,3,0.0,0,273,6,0,0,62.4,0,0,4,3.1,25.0,1,0.0,0,129,4,0
Jadeveon Clowney,8636,ED,CAR,8,1,1,5,62.0,1,18,180,87.6,12.2,22,2,5.8,1,218,191,20,0,52.3,0,10,77,82.5,10.4,8,7.8,1,97,80,11
Khalil Mack,8640,ED,LAC,9,4,0,27,81.9,3,21,211,95.4,14.2,30,1,8.1,5,237,226,29,0,65.5,2,10,96,96.4,17.7,17,7.3,1,110,106,13
C.J. Mosley,8652,LB,NYJ,4,0,0,22,38.7,0,1,2,6.4,0.0,0,0,25.0,0,47,3,1,0,58.1,0,0,1,7.7,0.0,0,0.0,0,13,1,0
Jimmie Ward,8665,S,HST,5,0,0,13,56.5,0,0,1,1.4,0.0,0,0,0.0,0,139,2,0,0,,0,0,0,0.0,,0,,0,63,0,0
DeMarcus Lawrence,8669,ED,DAL,4,0,0,9,53.9,2,4,83,96.7,2.4,2,1,7.2,3,92,89,9,0,48.9,1,2,35,97.4,2.9,1,7.1,1,39,38,4
Kyle Van Noy,8675,ED,BLT,10,2,0,3,76.2,7,21,255,89.6,14.1,36,1,8.2,7,308,276,35,0,79.9,6,18,129,87.3,22.5,29,14.0,6,165,144,30
DaQuan Jones,8747,DI,BUF,10,1,0,4,71.9,2,11,197,100.0,11.2,22,2,4.3,2,205,205,15,0,73.2,0,9,65,100.0,16.9,11,8.5,1,70,70,10
Brent Urban,8769,ED,BLT,5,1,0,3,57.0,0,2,45,95.8,4.4,2,0,2.2,0,48,46,2,1,66.7,0,2,18,100.0,11.1,2,5.6,0,19,19,2
Shelby Harris,8869,DI,CLV,9,1,0,8,58.8,1,10,148,97.5,6.8,10,0,5.1,2,161,157,13,0,64.1,0,6,45,96.1,15.6,7,11.1,2,51,49,8
Denico Autry,8982,ED,HST,4,1,0,13,60.1,3,3,83,98.9,8.4,7,0,6.0,2,89,88,8,0,56.4,2,1,40,100.0,12.5,5,8.8,2,44,44,5
C.J. Goodwin,9243,CB,DAL,2,0,0,9,60.0,0,0,0,50.0,,0,0,,0,2,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Mike Pennel,9316,DI,KC,9,0,0,16,65.5,0,2,60,93.1,1.7,1,0,5.0,2,72,67,4,0,77.8,0,0,12,82.4,0.0,0,16.7,2,17,14,2
Dante Fowler Jr.,9436,ED,WAS,10,0,0,32,64.0,1,21,165,92.1,12.1,20,1,12.1,9,190,175,31,0,63.0,0,16,93,94.2,14.0,13,16.1,7,104,98,23
Leonard Williams,9439,DI,SEA,8,0,0,29,66.9,9,16,208,97.8,12.5,26,1,7.5,3,224,219,28,0,71.6,8,11,101,97.3,18.8,19,12.4,3,112,109,22
Arik Armstead,9450,ED,JAX,10,0,0,15,63.0,2,12,208,99.1,12.0,25,1,3.8,1,228,226,15,0,71.5,2,11,107,99.2,18.7,20,7.0,1,121,120,14
Bud Dupree,9455,ED,LAC,9,1,0,27,51.8,2,9,215,96.6,5.1,11,2,4.9,5,236,228,16,0,51.6,2,4,100,97.3,7.0,7,6.0,3,113,110,9
Shaq Thompson,9458,LB,CAR,4,0,0,5,52.7,1,1,15,12.8,6.7,1,1,6.7,0,133,17,2,0,54.3,1,1,12,23.2,8.3,1,8.3,0,56,13,2
Mario Edwards Jr.,9468,DI,HST,6,0,0,13,63.3,3,7,138,100.0,6.5,9,2,5.1,2,143,143,12,0,60.2,2,4,75,100.0,5.3,4,6.7,2,78,78,8
Preston Smith,9471,ED,PIT,10,0,0,25,57.6,1,6,170,91.0,8.2,14,2,3.8,3,201,183,10,0,62.0,1,2,85,88.2,10.6,9,5.3,3,102,90,6
Eddie Goldman,9472,DI,ATL,10,0,0,2,68.1,2,5,74,100.0,10.8,8,1,4.7,0,77,77,7,0,73.6,1,4,21,100.0,23.8,5,11.9,0,21,21,5
Eric Kendricks,9478,LB,DAL,8,0,0,9,64.4,1,2,28,11.6,14.3,4,0,12.5,2,251,29,5,0,69.2,1,1,11,10.8,18.2,2,18.2,1,102,11,3
Denzel Perryman,9481,LB,LAC,9,0,0,27,81.1,2,3,17,10.7,23.5,4,0,20.6,1,168,18,6,0,73.0,1,1,10,18.6,20.0,2,20.0,1,59,11,3
Ronald Darby,9483,CB,JAX,10,0,1,15,60.0,0,0,0,0.3,,0,3,,0,344,1,0,0,,0,0,0,0.0,,0,,0,136,0,0
Jordan Phillips,9485,DI,BUF,3,0,0,4,69.3,2,1,25,100.0,16.0,4,0,6.0,0,28,28,3,0,75.0,2,1,8,100.0,37.5,3,18.8,0,9,9,3
Jordan Hicks,9517,LB,CLV,5,0,0,8,67.4,2,1,19,17.8,5.3,1,0,13.2,1,118,21,4,0,58.2,1,0,6,13.3,0.0,0,8.3,0,45,6,1
Danielle Hunter,9521,ED,HST,10,1,0,13,81.3,9,27,286,98.7,18.2,52,2,8.4,6,305,301,42,0,87.3,6,18,133,98.6,27.1,36,12.8,5,146,144,29
Angelo Blackson,9533,DI,ARZ,1,0,0,1,66.7,0,1,9,100.0,22.2,2,0,5.6,0,10,10,1,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Za'Darius Smith,9555,ED,DET,9,0,0,11,71.1,2,20,194,95.8,19.1,37,0,8.2,5,213,204,27,0,71.2,1,13,97,97.2,22.7,22,12.4,5,106,103,19
Kwon Alexander,9557,LB,DEN,3,0,0,10,60.0,0,0,1,4.8,0.0,0,0,0.0,0,21,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Grady Jarrett,9570,DI,ATL,10,0,1,2,60.8,6,9,243,98.9,9.1,22,1,4.3,3,262,259,18,0,70.7,5,8,107,100.0,15.0,16,8.9,3,116,116,16
Michael Burton,9601,FB,DEN,1,0,0,10,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Quandre Diggs,9633,S,TEN,8,0,0,31,55.4,0,1,2,0.8,0.0,0,0,25.0,0,239,2,1,0,,0,0,0,0.0,,0,,0,84,0,0
Rakeem Nunez-Roches,9650,DI,NYG,10,1,0,21,56.0,3,6,189,99.5,4.8,9,2,3.4,2,202,201,11,0,59.3,2,1,54,100.0,5.6,3,2.8,0,58,58,3
Neville Hewitt,9836,LB,HST,6,0,0,13,67.5,1,0,8,5.9,25.0,2,1,6.3,0,135,8,1,0,64.0,1,0,4,6.3,25.0,1,12.5,0,63,4,1
Troy Hill,9881,CB,CAR,6,0,0,5,50.2,0,0,8,6.0,0.0,0,1,0.0,0,150,9,0,0,53.1,0,0,3,3.8,0.0,0,0.0,0,78,3,0
DeShawn Williams,9891,DI,CAR,7,0,0,5,53.7,3,4,112,98.3,4.5,5,0,3.1,0,119,117,7,0,52.9,3,2,63,98.5,4.8,3,4.0,0,65,64,5
Alex Singleton,9994,LB,DEN,3,0,0,10,54.3,1,0,19,19.3,5.3,1,0,2.6,0,109,21,1,0,53.8,1,0,10,20.4,0.0,0,5.0,0,54,11,1
T.Y. McGill,10156,DI,SF,1,0,0,28,55.8,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,58.3,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Efe Obada,10235,ED,WAS,5,0,0,32,49.4,0,0,26,100.0,0.0,0,0,0.0,0,28,28,0,0,53.9,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Joey Bosa,10637,ED,LAC,6,0,0,27,68.9,2,2,81,98.8,16.0,13,1,6.2,3,86,85,7,0,73.8,2,2,47,98.0,21.3,10,10.6,3,50,49,7
Jalen Ramsey,10639,CB,MIA,9,1,0,17,62.0,2,5,22,7.3,4.5,1,2,15.9,0,314,23,7,0,55.8,1,2,9,6.6,11.1,1,16.7,0,152,10,3
DeForest Buckner,10641,DI,IND,5,0,0,14,78.6,4,9,120,100.0,15.8,19,0,8.8,4,126,126,17,0,82.3,3,6,62,100.0,21.0,13,13.7,4,66,66,13
Leonard Floyd,10643,ED,SF,9,0,2,28,52.6,6,18,216,98.7,7.9,17,2,7.9,5,229,226,29,0,51.7,4,14,116,99.2,8.6,10,11.2,4,124,123,22
Sheldon Rankins,10646,DI,CIN,7,0,0,7,58.9,0,3,153,100.0,4.6,7,0,1.6,1,163,163,4,0,66.6,0,3,65,100.0,10.8,7,2.3,0,70,70,3
Shaq Lawson,10653,ED,CAR,1,0,0,5,59.3,0,3,7,100.0,14.3,1,0,21.4,0,7,7,3,0,61.6,0,3,5,100.0,20.0,1,30.0,0,5,5,3
Kenny Clark,10661,DI,GB,9,0,1,12,59.1,2,14,216,99.1,7.9,17,4,3.7,0,233,231,16,0,60.8,1,8,107,99.1,9.3,10,4.2,0,114,113,9
Emmanuel Ogbah,10666,ED,MIA,8,1,0,17,49.3,3,7,172,88.9,4.7,8,1,4.1,2,208,185,12,1,53.6,2,6,83,92.1,9.6,8,6.0,1,101,93,9
Chris Jones,10671,DI,KC,9,0,1,16,90.8,8,27,293,100.0,16.7,49,3,7.3,4,317,317,39,0,90.3,2,18,128,100.0,21.1,27,10.2,3,139,139,23
Austin Johnson,10677,DI,BUF,9,0,0,4,62.5,1,3,97,100.0,7.2,7,0,2.1,0,103,103,4,0,57.8,0,2,26,100.0,7.7,2,3.8,0,28,28,2
Jihad Ward,10678,DI,MIN,9,1,0,18,57.6,9,8,178,99.5,9.6,17,2,5.3,1,189,188,18,0,63.5,8,7,103,100.0,13.6,14,8.3,1,109,109,16
A'Shawn Robinson,10680,DI,CAR,9,1,0,5,57.5,2,12,200,100.0,6.5,13,0,5.0,3,218,218,17,0,60.7,0,9,65,100.0,10.8,7,11.5,3,74,74,12
Jarran Reed,10683,DI,SEA,9,0,0,29,70.4,6,18,211,96.5,9.5,20,0,6.6,2,230,222,26,0,71.2,3,12,85,94.8,15.3,13,11.2,2,97,92,17
Vonn Bell,10695,S,CIN,10,0,0,7,60.2,1,1,16,5.3,12.5,2,0,6.3,0,338,18,2,0,59.3,0,0,7,5.0,14.3,1,0.0,0,140,7,0
Adam Gotsis,10697,ED,IND,5,0,0,14,52.9,2,1,36,100.0,5.6,2,1,4.2,0,37,37,3,0,49.6,0,1,13,100.0,0.0,0,3.8,0,13,13,1
Kevin Byard,10698,S,CHI,9,0,0,6,73.1,0,1,1,0.3,0.0,0,0,150.0,1,317,1,2,0,73.1,0,0,1,0.7,0.0,0,100.0,1,153,1,1
Maliek Collins,10701,DI,SF,9,0,0,28,68.9,4,18,238,99.6,13.0,31,3,6.7,5,252,251,27,0,71.7,4,13,125,100.0,16.8,21,10.8,5,133,133,22
Yannick Ngakoue,10703,ED,NE,5,0,0,19,61.1,1,4,66,95.7,12.1,8,0,6.8,2,70,67,7,0,61.1,1,3,41,93.3,12.2,5,9.8,2,45,42,6
Jonathan Bullard,10706,DI,MIN,9,2,0,18,47.1,1,3,153,100.0,1.3,2,2,1.3,0,162,162,4,0,47.8,1,0,48,100.0,0.0,0,1.0,0,53,53,1
Nick Vigil,10721,LB,DAL,3,0,0,9,55.6,0,0,2,11.5,0.0,0,0,0.0,0,26,3,0,0,,0,0,0,0.0,,0,,0,13,0,0
Javon Hargrave,10723,DI,SF,3,0,0,28,73.3,0,7,60,100.0,13.3,8,0,7.5,1,63,63,8,0,79.8,0,4,31,100.0,19.4,6,9.7,1,32,32,5
Justin Simmons,10732,S,ATL,9,0,0,2,50.5,0,0,11,3.2,0.0,0,0,0.0,0,340,11,0,0,49.9,0,0,6,4.1,0.0,0,0.0,0,148,6,0
Sheldon Day,10737,DI,WAS,5,0,0,32,52.1,0,3,48,100.0,2.1,1,0,3.1,0,49,49,3,0,57.9,0,3,15,100.0,6.7,1,10.0,0,15,15,3
Eric Murray,10740,S,HST,10,0,1,13,56.9,0,0,10,3.5,0.0,0,3,10.0,1,314,11,1,0,61.2,0,0,6,4.1,0.0,0,16.7,1,147,6,1
De'Vondre Campbell,10749,LB,SF,9,1,0,28,54.0,1,3,18,6.0,5.6,1,1,11.1,0,317,19,4,0,62.6,1,2,6,3.9,16.7,1,25.0,0,152,6,3
David Onyemata,10754,DI,ATL,10,1,0,2,61.0,1,9,184,99.0,6.5,12,0,3.3,1,199,197,11,1,63.1,0,4,75,100.0,8.0,6,2.7,0,80,80,4
Andrew Billings,10756,DI,CHI,8,0,0,6,78.6,2,11,136,98.6,12.5,17,1,5.5,1,146,144,14,0,83.2,1,7,56,100.0,16.1,9,8.9,1,58,58,9
Dean Lowry,10771,DI,PIT,7,0,0,25,49.8,0,1,25,96.3,0.0,0,0,2.0,0,27,26,1,0,51.4,0,0,7,87.5,0.0,0,0.0,0,8,7,0
Matthew Judon,10780,ED,ATL,10,3,0,2,53.7,1,11,202,86.2,6.4,13,3,4.0,2,247,213,14,0,51.1,0,7,101,91.5,7.9,8,4.5,1,117,107,8
Quinton Jefferson,10781,DI,BUF,6,0,0,4,57.0,1,5,95,99.0,10.5,10,1,5.3,2,105,104,8,0,55.2,0,4,48,98.1,10.4,5,6.3,1,54,53,5
DJ Reader,10800,DI,DET,8,0,0,11,67.9,3,6,133,99.3,8.3,11,0,4.1,1,152,151,10,0,71.3,2,4,40,100.0,12.5,5,10.0,1,47,47,7
Kamu Grugier-Hill,10842,LB,MIN,6,0,0,18,47.5,0,1,11,18.2,0.0,0,0,4.5,0,66,12,1,0,50.3,0,0,6,25.0,0.0,0,0.0,0,28,7,0
Elandon Roberts,10848,LB,PIT,9,0,0,25,65.1,1,2,12,16.4,0.0,0,0,20.8,1,110,18,4,0,53.7,0,1,1,10.0,0.0,0,50.0,0,30,3,1
Jalen Mills,10867,S,NYJ,5,0,0,22,55.6,0,0,3,2.0,0.0,0,1,0.0,0,151,3,0,0,,0,0,0,0.0,,0,,0,78,0,0
Mike Hilton,10898,CB,CIN,9,0,0,7,46.7,1,2,29,12.1,3.4,1,1,5.2,0,248,30,3,0,45.7,0,1,8,7.8,0.0,0,6.3,0,103,8,1
Kyle Peko,11027,DI,DET,5,0,0,11,58.3,2,0,54,100.0,1.9,1,0,1.9,0,61,61,2,0,66.8,2,0,25,100.0,4.0,1,4.0,0,28,28,2
Michael Pierce,11101,DI,BLT,7,0,0,3,64.7,1,7,91,95.2,6.6,6,0,6.6,2,105,100,10,0,70.9,0,6,35,95.5,17.1,6,8.6,0,44,42,6
Morgan Fox,11184,DI,LAC,9,1,0,27,63.3,2,12,186,97.5,12.4,23,0,5.9,4,204,199,18,0,68.1,1,10,103,98.2,18.4,19,9.2,4,112,110,15
Jonathan Jones,11217,CB,NE,10,0,0,19,57.5,0,0,2,0.8,0.0,0,1,0.0,0,258,2,0,0,,0,0,0,0.0,,0,,0,127,0,0
Roy Robertson-Harris,11341,DI,SEA,9,1,1,29,57.1,2,8,161,96.6,6.8,11,1,4.3,2,179,173,12,0,62.5,2,5,70,98.8,12.9,9,7.9,2,80,79,9
Antonio Hamilton Sr.,11353,CB,ATL,1,0,0,2,52.9,0,0,3,12.0,0.0,0,0,0.0,0,25,3,0,0,60.0,0,0,1,16.7,0.0,0,0.0,0,6,1,0
Myles Garrett,11756,ED,CLV,9,0,0,8,92.7,5,29,221,95.5,26.2,58,5,10.9,7,247,236,41,0,93.3,3,25,106,97.4,36.8,39,17.0,4,117,114,32
Solomon Thomas,11758,DI,NYJ,9,0,1,22,53.5,0,7,124,99.3,4.8,6,2,5.2,3,134,133,10,0,51.6,0,4,58,98.4,6.9,4,6.9,2,62,61,6
Marshon Lattimore,11766,CB,WAS,7,0,1,32,55.3,0,2,2,0.8,0.0,0,2,50.0,0,259,2,2,0,,0,0,0,0.0,,0,,0,113,0,0
Haason Reddick,11768,ED,NYJ,3,0,0,22,60.9,0,9,62,100.0,12.9,8,0,10.5,2,65,65,11,0,64.5,0,6,43,100.0,16.3,7,11.6,2,44,44,8
Derek Barnett,11769,ED,HST,9,0,0,13,56.3,1,4,112,100.0,8.0,9,0,4.0,2,118,118,7,0,56.2,0,2,53,100.0,7.5,4,5.7,2,57,57,4
Malik Hooker,11770,S,DAL,9,0,0,9,62.0,1,0,7,2.3,0.0,0,0,7.1,0,298,7,1,0,58.8,0,0,1,0.8,0.0,0,0.0,0,123,1,0
Marlon Humphrey,11771,CB,BLT,9,0,1,3,48.1,2,1,12,3.4,0.0,0,6,12.5,0,358,12,3,0,52.1,0,0,4,2.1,0.0,0,0.0,0,191,4,0
Jonathan Allen,11772,DI,WAS,6,0,0,32,61.3,4,7,132,100.0,9.8,13,0,5.7,2,143,143,13,0,64.0,3,5,64,100.0,14.1,9,7.8,1,70,70,9
Charles Harris,11777,ED,CAR,8,0,0,5,56.6,3,9,170,86.5,10.6,18,0,5.3,3,215,186,15,0,59.0,3,5,83,91.0,12.0,10,7.2,2,100,91,10
Jabrill Peppers,11780,S,NE,4,0,0,19,46.7,0,2,10,7.1,0.0,0,0,10.0,0,154,11,2,0,40.3,0,2,7,9.6,0.0,0,14.3,0,73,7,2
Takk McKinley,11781,ED,NYJ,7,0,0,22,57.7,1,4,59,95.7,10.2,6,1,5.9,1,70,67,6,0,59.5,1,4,27,91.4,18.5,5,9.3,0,35,32,5
Tre'Davious White,11782,CB,BLT,4,0,1,3,58.7,0,0,1,0.7,0.0,0,5,0.0,0,134,1,0,0,,0,0,0,0.0,,0,,0,56,0,0
T.J. Watt,11785,ED,PIT,9,1,0,25,90.8,11,6,282,93.8,14.2,40,1,5.5,7,325,305,24,0,91.6,8,3,147,97.0,17.0,25,8.5,7,166,161,18
Kevin King,11788,CB,ATL,8,0,0,2,58.8,0,0,1,3.8,0.0,0,0,0.0,0,26,1,0,0,58.8,0,0,1,7.1,0.0,0,0.0,0,14,1,0
Budda Baker,11791,S,ARZ,10,0,0,1,44.6,0,4,16,5.2,0.0,0,0,18.8,1,384,20,5,0,40.4,0,2,5,4.7,0.0,0,40.0,1,169,8,3
Marcus Maye,11794,S,MIA,7,0,0,17,58.2,1,2,5,3.6,0.0,0,0,30.0,0,168,6,3,0,50.3,0,2,3,5.2,0.0,0,33.3,0,77,4,2
Marcus Williams,11797,S,BLT,9,0,1,3,55.1,0,0,2,0.7,0.0,0,2,0.0,0,433,3,0,0,55.1,0,0,1,0.9,0.0,0,0.0,0,234,2,0
Tyus Bowser,11802,ED,MIA,7,0,0,17,52.8,0,4,70,62.9,7.1,5,1,2.9,0,116,73,4,0,53.5,0,1,30,66.0,6.7,2,1.7,0,47,31,1
DeMarcus Walker,11806,ED,CHI,9,0,0,6,65.5,5,14,237,96.5,13.5,32,0,4.9,2,255,246,21,0,75.3,5,10,119,97.6,21.8,26,8.0,2,125,122,17
Raekwon McMillan,11809,LB,NE,8,0,0,19,50.6,0,3,6,5.5,0.0,0,0,25.0,0,128,7,3,0,53.1,0,2,2,6.4,0.0,0,50.0,0,47,3,2
